timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse
0D00:01:37.486675000,16,1.329167,103.7863,30,10.17,168.1
0D00:01:37.686989000,16,1.329149,103.7863,29,10.37,185.1
0D00:01:37.887041000,16,1.329132,103.7863,29,10.19,199.3
0D00:01:38.086951000,16,1.32912,103.7863,28,10.09,212.9
0D00:01:38.367426000,16,1.329114,103.7863,27,8.84,236.3
0D00:01:38.487796000,16,1.329112,103.7863,27,8.49,255
0D00:01:38.688008000,16,1.329113,103.7862,27,7.4,261
0D00:01:38.887895000,16,1.329119,103.7862,27,6.73,274.6
0D00:01:39.098079000,17,1.329119,103.7862,27,6.98,291.8
0D00:01:39.108245000,17,1.329128,103.7862,26,6.98,291.8
0D00:01:39.388021000,17,1.329138,103.7862,26,7.45,306.6
0D00:01:39.508358000,17,1.329151,103.7862,26,7.15,320.2
0D00:01:39.708175000,17,1.329164,103.7862,26,7.23,340.1
0D00:01:39.908347000,17,1.329174,103.7862,26,7.71,6.4
0D00:01:40.108886000,17,1.329181,103.7862,26,8.06,49.1
0D00:01:40.388726000,17,1.329182,103.7863,26,7.26,59.6
0D00:01:40.508942000,17,1.329178,103.7863,25,6.95,83.2
0D00:01:40.709261000,17,1.329169,103.7863,25,6.78,103.6
0D00:01:40.909185000,17,1.329158,103.7863,25,6.55,122.8
0D00:01:41.109560000,17,1.329148,103.7863,25,5.93,149
0D00:01:41.389688000,17,1.32914,103.7863,25,5.44,174.8
0D00:01:41.509942000,17,1.329135,103.7863,25,5.46,207.1
0D00:01:41.710133000,17,1.329134,103.7863,25,4.91,228.7
0D00:01:41.910250000,17,1.329136,103.7862,25,4.73,249.9
0D00:01:42.110385000,17,1.32914,103.7862,25,4.15,269.3
0D00:01:42.390969000,17,1.329146,103.7862,25,3.77,293.7
0D00:01:42.511015000,17,1.329154,103.7862,25,4.27,321.9
0D00:01:42.711511000,17,1.329162,103.7862,25,4.72,340.1
0D00:01:42.911954000,17,1.329172,103.7862,26,5.44,352.3
0D00:01:43.062026000,7,1.329172,103.7862,26,5.87,358.5
0D00:01:43.081856000,7,1.329182,103.7862,26,5.87,358.5
0D00:01:43.362371000,7,1.329193,103.7862,26,6.18,0
0D00:01:43.482290000,7,1.329204,103.7862,25,6.14,2.5
0D00:01:43.682635000,7,1.329215,103.7862,25,6.24,4.2
0D00:00:49.590476000,16,1.329399,103.7862,25,0.03,218.6
0D00:00:49.839306000,16,1.329399,103.7862,25,0.03,218.6
0D00:00:50.099273000,16,1.329399,103.7862,25,0.06,218.6
0D00:00:50.249436000,16,1.329399,103.7862,25,0.11,218.6
0D00:00:50.449836000,18,1.329399,103.7862,25,0.11,218.6
0D00:00:50.459503000,18,1.329399,103.7862,25,0.11,218.6
0D00:00:50.639549000,19,1.329399,103.7862,25,0.03,218.6
0D00:00:50.649688000,19,1.329399,103.7862,25,0.08,218.6
0D00:00:50.839846000,19,1.329399,103.7862,25,0.08,218.6
0D00:00:51.100388000,19,1.329399,103.7862,25,0.1,218.6
0D00:00:51.441197000,19,1.329399,103.7862,25,0.07,218.6
0D00:00:51.641182000,19,1.329397,103.7862,26,0.17,218.6
0D00:00:51.841432000,19,1.329393,103.7862,26,1.38,206.4
0D00:00:52.102154000,19,1.329386,103.7862,28,3.16,195.1
0D00:00:52.232116000,20,1.329386,103.7862,28,4.51,177.5
0D00:00:52.242299000,20,1.329377,103.7862,29,4.51,177.5
0D00:00:52.452310000,20,1.329366,103.7862,31,6.1,159
0D00:00:52.643054000,20,1.329354,103.7862,33,7.48,144.6
0D00:00:52.843362000,20,1.329341,103.7862,34,11.03,128.4
0D00:00:53.103606000,20,1.329328,103.7863,35,14.88,121.9
0D00:00:53.243632000,20,1.329315,103.7863,36,16.78,115.6
0D00:00:53.453758000,20,1.329304,103.7863,36,18.82,108
0D00:00:53.654002000,20,1.329294,103.7863,37,20.71,104.6
0D00:00:53.853991000,20,1.329286,103.7864,37,20.71,104.6
0D00:00:54.114248000,20,1.329279,103.7864,37,37.44,94.3
0D00:00:54.254292000,20,1.329277,103.7865,36,37.44,94.3
0D00:00:54.444600000,19,1.329277,103.7865,36,45.08,90.3
0D00:00:54.454862000,19,1.329279,103.7866,36,45.08,90.3
0D00:00:54.654673000,19,1.329284,103.7867,35,51.71,87.4
0D00:00:54.854611000,19,1.329289,103.7868,36,55.85,87.2
0D00:00:55.114879000,19,1.329296,103.7869,38,57.33,84.7
0D00:00:55.245263000,19,1.329306,103.787,41,57.33,84.7
0D00:00:55.455205000,19,1.329315,103.7871,44,57.75,84.6
0D00:00:55.655172000,19,1.329324,103.7872,46,58.75,85.4
0D00:00:55.845557000,20,1.329324,103.7872,46,59.11,85.8
0D00:00:55.855721000,20,1.329331,103.7873,47,59.11,85.8
0D00:00:56.115859000,20,1.32934,103.7874,48,58.42,85.1
0D00:00:56.246252000,21,1.32934,103.7874,48,58.42,85.1
0D00:00:56.256393000,21,1.329349,103.7875,49,58.42,85.1
0D00:00:56.446204000,20,1.329349,103.7875,49,58.14,85.1
0D00:00:56.456474000,20,1.329357,103.7876,49,58.14,85.1
0D00:00:56.646369000,21,1.329357,103.7876,49,57.73,85.6
0D00:00:56.656537000,21,1.329364,103.7877,49,57.73,85.6
0D00:00:56.846559000,20,1.329364,103.7877,49,55.82,87.4
0D00:00:56.856713000,20,1.329363,103.7878,49,55.82,87.4
0D00:00:57.117088000,20,1.329351,103.7879,49,48.02,101.8
0D00:00:57.256889000,20,1.329327,103.788,48,48.02,101.8
0D00:00:57.456973000,20,1.329293,103.7881,47,45.2,111.1
0D00:00:57.657164000,20,1.329249,103.7881,47,41.61,122.8
0D00:00:57.857356000,20,1.3292,103.7882,46,33.1,145.6
0D00:00:58.047589000,19,1.3292,103.7882,46,33.1,145.6
0D00:00:58.117656000,19,1.329152,103.7882,45,28.31,154.4
0D00:00:58.257559000,19,1.329109,103.7882,45,28.31,154.4
0D00:00:58.457726000,19,1.329072,103.7882,44,23.8,160.8
0D00:00:58.657977000,19,1.329043,103.7882,43,18.18,176.5
0D00:00:58.857966000,19,1.329022,103.7882,42,14.25,198.5
0D00:00:59.048539000,18,1.329022,103.7882,42,14.75,225.9
0D00:00:59.108426000,18,1.329005,103.7882,42,14.75,225.9
0D00:00:59.248798000,17,1.329005,103.7882,42,17.19,244.1
0D00:00:59.258509000,17,1.328993,103.7882,42,17.19,244.1
0D00:00:59.458956000,17,1.328981,103.7881,42,22.82,254.1
0D00:00:59.658644000,17,1.32897,103.7881,42,22.82,254.1
0D00:00:59.859190000,17,1.328959,103.788,41,31.66,259.7
0D00:01:00.109261000,17,1.328948,103.788,41,31.66,259.7
0D00:01:00.259320000,17,1.328937,103.7879,40,44.28,261.8
0D00:01:00.459253000,17,1.328926,103.7878,40,44.28,261.8
0D00:01:00.659778000,17,1.328916,103.7877,39,50.92,263.7
0D00:01:00.859604000,17,1.328908,103.7876,39,56.2,265.2
0D00:01:01.119866000,17,1.328901,103.7875,39,59.01,266.2
0D00:01:01.259800000,17,1.328894,103.7874,38,60.04,266.4
0D00:01:01.459727000,17,1.328886,103.7873,38,60.64,266.2
0D00:01:01.650280000,18,1.328886,103.7873,38,60.46,265.9
0D00:01:01.660020000,18,1.328878,103.7872,39,60.46,265.9
0D00:01:01.860263000,18,1.328868,103.7871,40,59.93,265.1
0D00:01:02.050027000,19,1.328868,103.7871,40,59.01,265
0D00:01:02.120439000,19,1.328858,103.787,41,59.01,265
0D00:01:02.260156000,19,1.328848,103.7869,43,58.61,264.4
0D00:01:02.470269000,19,1.328837,103.7867,44,58.43,264.4
0D00:01:02.660651000,19,1.328826,103.7866,46,58.65,264
0D00:01:02.860728000,19,1.328815,103.7865,47,58.58,264
0D00:01:03.120976000,19,1.328805,103.7864,47,57.55,264.2
0D00:01:03.260731000,19,1.328795,103.7863,48,55.61,264.3
0D00:01:03.471193000,19,1.328787,103.7862,49,53,264.6
0D00:01:03.661138000,19,1.32878,103.7862,50,49.66,265.3
0D00:01:03.861203000,19,1.328772,103.7861,51,47.09,265.2
0D00:01:04.121736000,19,1.328762,103.786,52,44.98,263.4
0D00:01:04.261545000,19,1.328751,103.7859,53,42.88,262.2
0D00:01:04.471528000,19,1.328736,103.7859,54,39.34,256.1
0D00:01:04.661956000,19,1.328715,103.7858,55,39.34,256.1
0D00:01:04.861920000,18,1.328715,103.7858,55,37.82,248.3
0D00:01:04.871894000,18,1.328685,103.7857,55,35.64,238
0D00:01:05.121888000,18,1.328647,103.7857,55,35.64,238
0D00:01:05.251887000,19,1.328647,103.7857,55,33.76,227.9
0D00:01:05.262064000,19,1.328604,103.7856,54,33.76,227.9
0D00:01:05.472043000,19,1.328558,103.7856,54,28.69,206.1
0D00:01:05.662329000,19,1.328512,103.7856,54,28.69,206.1
0D00:01:05.862398000,19,1.328471,103.7856,54,25.22,194.1
0D00:01:06.052868000,18,1.328471,103.7856,54,21.11,182.4
0D00:01:06.122826000,18,1.328437,103.7856,53,21.11,182.4
0D00:01:06.253160000,19,1.328437,103.7856,53,17.42,168.7
0D00:01:06.263339000,19,1.32841,103.7856,53,17.42,168.7
0D00:01:06.463375000,19,1.32839,103.7856,53,14.87,151.7
0D00:01:06.673708000,19,1.328379,103.7856,53,13.19,133.3
0D00:01:06.864051000,19,1.328377,103.7857,53,12.88,108.9
0D00:01:07.124331000,19,1.328386,103.7857,53,14.88,83.2
0D00:01:07.264365000,20,1.328386,103.7857,53,17.32,63
0D00:01:07.274563000,20,1.328403,103.7857,53,19.15,51.4
0D00:01:07.464886000,20,1.32843,103.7857,52,19.15,51.4
0D00:01:07.655285000,17,1.32843,103.7857,52,22.32,40.2
0D00:01:07.664937000,17,1.328465,103.7858,52,22.32,40.2
0D00:01:07.865267000,17,1.328508,103.7858,52,26.1,33.6
0D00:01:08.125731000,17,1.328558,103.7858,51,29.65,29
0D00:01:08.255772000,19,1.328558,103.7858,51,32.57,28.1
0D00:01:08.265968000,19,1.328611,103.7858,51,32.57,28.1
0D00:01:08.466387000,20,1.328611,103.7858,51,34.03,27.9
0D00:01:08.476537000,20,1.328667,103.7859,51,35.26,27.7
0D00:01:08.666680000,19,1.328667,103.7859,51,35.26,27.7
0D00:01:08.676843000,19,1.328724,103.7859,51,35.91,27.7
0D00:01:08.877110000,19,1.328781,103.7859,51,36.28,29.8
0D00:01:09.127389000,19,1.328837,103.786,51,36.28,29.8
0D00:01:09.277442000,19,1.328888,103.786,51,36.3,43
0D00:01:09.477724000,19,1.328932,103.7861,51,36.34,51.9
0D00:01:09.667988000,19,1.328968,103.7861,51,36.34,51.9
0D00:01:09.868389000,19,1.328994,103.7862,50,37.35,62
0D00:01:10.128566000,19,1.329011,103.7863,50,38.92,72
0D00:01:10.259140000,18,1.329011,103.7863,50,41.38,80.1
0D00:01:10.268799000,18,1.329022,103.7863,50,41.38,80.1
0D00:01:10.459280000,17,1.329022,103.7863,50,44.11,83.4
0D00:01:10.469200000,17,1.329031,103.7864,51,44.11,83.4
0D00:01:10.659421000,18,1.329031,103.7864,51,43.22,83.8
0D00:01:10.669675000,18,1.329039,103.7865,51,43.22,83.8
0D00:01:10.869950000,18,1.329046,103.7866,51,42.36,84.6
0D00:01:11.130146000,18,1.329053,103.7866,51,43.32,85.2
0D00:01:11.260496000,19,1.329053,103.7866,51,46.74,84.9
0D00:01:11.280315000,19,1.329061,103.7867,51,49.67,84.2
0D00:01:11.480918000,19,1.329073,103.7868,52,49.67,84.2
0D00:01:11.681205000,19,1.329086,103.7869,52,55.98,82.1
0D00:01:11.871328000,19,1.329101,103.787,53,55.98,82.1
0D00:01:12.131548000,19,1.329118,103.7871,54,58.43,81.4
0D00:01:12.271995000,19,1.329139,103.7872,54,60.68,80.2
0D00:01:12.482213000,19,1.329161,103.7873,55,63.59,78.2
0D00:01:12.682585000,19,1.329185,103.7875,56,63.57,78.4
0D00:01:12.883067000,19,1.329207,103.7876,57,63.11,79.3
0D00:01:13.133306000,19,1.329225,103.7877,58,63.11,79.3
0D00:01:13.283501000,19,1.329236,103.7878,60,61.29,86
0D00:01:13.473569000,19,1.329238,103.7879,61,61.29,86
0D00:01:13.683637000,19,1.329225,103.788,62,59.33,102.1
0D00:01:13.883549000,19,1.329191,103.7881,63,57.18,115.9
0D00:01:14.063773000,18,1.329191,103.7881,63,57.18,115.9
0D00:01:14.133663000,18,1.329134,103.7882,63,57.18,115.9
0D00:01:14.283875000,18,1.329061,103.7882,63,49.51,151.2
0D00:01:14.464025000,17,1.329061,103.7882,63,49.51,151.2
0D00:01:14.474223000,17,1.32898,103.7883,61,49.51,151.2
0D00:01:14.664327000,16,1.32898,103.7883,61,48.17,165.6
0D00:01:14.674050000,16,1.328897,103.7883,59,48.17,165.6
0D00:01:14.864432000,15,1.328897,103.7883,59,45.33,178.2
0D00:01:14.874176000,15,1.328822,103.7883,56,45.33,178.2
0D00:01:15.064632000,14,1.328822,103.7883,56,38.91,187.4
0D00:01:15.134420000,14,1.328758,103.7883,53,38.91,187.4
0D00:01:15.264469000,13,1.328758,103.7883,53,33.71,200.8
0D00:01:15.274690000,13,1.328706,103.7882,51,33.71,200.8
0D00:01:15.474562000,14,1.328706,103.7882,51,30.53,208.1
0D00:01:15.484676000,14,1.328661,103.7882,49,30.53,208.1
0D00:01:15.674527000,14,1.328625,103.7882,47,27.45,216.4
0D00:01:15.874815000,14,1.328593,103.7881,46,25.28,222
0D00:01:16.135197000,14,1.328566,103.7881,44,23.84,226.5
0D00:01:16.285114000,14,1.328542,103.7881,43,22.81,237.8
0D00:01:16.485301000,14,1.328522,103.788,42,22.8,244.9
0D00:01:16.665398000,13,1.328522,103.788,42,22.8,244.9
0D00:01:16.685190000,13,1.328507,103.788,41,24.17,251.5
0D00:01:16.875574000,15,1.328507,103.788,41,24.17,251.5
0D00:01:16.885566000,15,1.328495,103.788,41,27.52,257.4
0D00:01:17.145712000,15,1.328485,103.7879,41,28.28,261
0D00:01:17.285397000,15,1.328479,103.7879,42,28.28,263.3
0D00:01:17.485545000,15,1.328474,103.7878,43,28.28,263.3
0D00:01:17.685692000,15,1.32847,103.7878,44,28.29,264.9
0D00:01:17.886015000,15,1.328466,103.7877,45,28.18,265
0D00:01:18.145769000,15,1.328461,103.7877,46,28.1,264.6
0D00:01:18.285955000,15,1.328456,103.7876,48,28.39,264.1
0D00:01:18.486044000,15,1.328452,103.7876,49,28.39,264.1
0D00:01:18.676169000,15,1.328449,103.7875,50,28.77,265
0D00:01:18.886545000,15,1.328448,103.7875,51,29.84,270.7
0D00:01:19.146476000,15,1.328451,103.7874,51,29.84,270.7
0D00:01:19.286758000,15,1.328456,103.7873,52,34.95,275.6
0D00:01:19.476866000,16,1.328456,103.7873,52,34.95,275.6
0D00:01:19.487107000,16,1.328464,103.7873,52,41.09,277.2
0D00:01:19.687028000,16,1.328475,103.7872,52,47.51,278.1
0D00:01:19.867157000,15,1.328475,103.7872,52,47.51,278.1
0D00:01:19.877371000,15,1.328489,103.7871,51,47.51,278.1
0D00:01:20.137473000,15,1.328504,103.787,51,53.12,278.7
0D00:01:20.277343000,15,1.328521,103.7869,50,58.79,278.6
0D00:01:20.487853000,15,1.32854,103.7868,49,65.09,279.6
0D00:01:20.687968000,15,1.32856,103.7867,49,65.09,279.6
0D00:01:20.877929000,16,1.32856,103.7867,49,66.99,279.1
0D00:01:20.888078000,16,1.328577,103.7865,48,66.99,279.1
0D00:01:21.078149000,17,1.328577,103.7865,48,67.96,276.9
0D00:01:21.148014000,17,1.328589,103.7864,48,67.96,276.9
0D00:01:21.288200000,17,1.328598,103.7863,49,68,274.5
0D00:01:21.478293000,16,1.328598,103.7863,49,67.84,273.4
0D00:01:21.488560000,16,1.328607,103.7862,50,67.84,273.4
0D00:01:21.678516000,17,1.328607,103.7862,50,67.32,274.8
0D00:01:21.688646000,17,1.328616,103.7861,51,67.32,274.8
0D00:01:21.888651000,17,1.328626,103.7859,53,65.68,274.6
0D00:01:22.148948000,17,1.328633,103.7858,54,60.14,274.8
0D00:01:22.288806000,17,1.32864,103.7857,55,55.21,273.7
0D00:01:22.489103000,17,1.328649,103.7857,56,50.44,273.9
0D00:01:22.689595000,17,1.328667,103.7856,57,46.19,278
0D00:01:22.889236000,17,1.328693,103.7855,57,42.93,286.8
0D00:01:23.149520000,17,1.328726,103.7855,57,37.98,295.7
0D00:01:23.289565000,17,1.32876,103.7854,57,33.45,303.6
0D00:01:23.479998000,16,1.32876,103.7854,57,29.66,310.4
0D00:01:23.490133000,16,1.328795,103.7854,56,29.66,310.4
0D00:01:23.679790000,17,1.328795,103.7854,56,26.07,318.3
0D00:01:23.689937000,17,1.328828,103.7853,55,26.07,318.3
0D00:01:23.890192000,17,1.328859,103.7853,54,21.23,327.3
0D00:01:24.150717000,17,1.328886,103.7853,54,17.37,339.9
0D00:01:24.290651000,17,1.328907,103.7853,53,14.3,355.8
0D00:01:24.480861000,18,1.328907,103.7853,53,10.22,24.4
0D00:01:24.490471000,18,1.328919,103.7853,53,10.22,24.4
0D00:01:24.680679000,17,1.328919,103.7853,53,8.41,64.8
0D00:01:24.690601000,17,1.328921,103.7854,53,8.41,64.8
0D00:01:24.880837000,16,1.328921,103.7854,53,10.31,96.6
0D00:01:24.890963000,16,1.328916,103.7854,53,10.31,96.6
0D00:01:25.080869000,17,1.328916,103.7854,53,12.12,109.1
0D00:01:25.151190000,17,1.328907,103.7854,53,12.12,109.1
0D00:01:25.291115000,17,1.328897,103.7854,53,14.81,111.1
0D00:01:25.480936000,18,1.328897,103.7854,53,17.84,109
0D00:01:25.491058000,18,1.328887,103.7855,54,17.84,109
0D00:01:25.691019000,18,1.328878,103.7855,54,20.85,105.1
0D00:01:25.881083000,17,1.328878,103.7855,54,23.32,101.2
0D00:01:25.891229000,17,1.32887,103.7855,54,23.32,101.2
0D00:01:26.151165000,17,1.328862,103.7856,54,25.88,99.7
0D00:01:26.291330000,18,1.328862,103.7856,54,27.62,98.3
0D00:01:26.301582000,18,1.328855,103.7856,53,29.12,97.3
0D00:01:26.501433000,18,1.328849,103.7857,53,31.24,96
0D00:01:26.691537000,18,1.328844,103.7857,52,31.24,96
0D00:01:26.891889000,18,1.32884,103.7858,51,33.58,94.7
0D00:01:27.081727000,17,1.32884,103.7858,51,38.36,93.4
0D00:01:27.152036000,17,1.328836,103.7859,50,38.36,93.4
0D00:01:27.291909000,17,1.328834,103.786,49,43.71,92.4
0D00:01:27.491934000,18,1.328834,103.786,49,49.1,91.2
0D00:01:27.502107000,18,1.328833,103.7861,48,55.37,89.8
0D00:01:27.702233000,18,1.328835,103.7862,47,59.3,88.3
0D00:01:27.902198000,18,1.328839,103.7863,47,61.75,87.5
0D00:01:28.162419000,18,1.328844,103.7864,47,62.76,87.7
0D00:01:28.302844000,18,1.328848,103.7865,48,63.38,87.8
0D00:01:28.502712000,18,1.328853,103.7866,49,63.38,87.8
0D00:01:28.703163000,18,1.328858,103.7867,49,63.81,87.7
0D00:01:28.903397000,18,1.328864,103.7868,51,63.56,87.4
0D00:01:29.163679000,18,1.328872,103.787,52,63.17,86.5
0D00:01:29.303704000,18,1.32888,103.7871,54,62.76,85.6
0D00:01:29.494009000,19,1.32888,103.7871,54,60.12,86.2
0D00:01:29.504155000,19,1.328885,103.7872,56,55.81,88.5
0D00:01:29.704335000,19,1.328885,103.7873,58,55.81,88.5
0D00:01:29.904699000,19,1.328879,103.7874,60,51.37,92
0D00:01:30.164922000,19,1.328871,103.7874,62,47.01,95.4
0D00:01:30.305484000,19,1.328861,103.7875,63,43.26,96.6
0D00:01:30.505290000,19,1.32885,103.7876,65,39.76,97.9
0D00:01:30.705390000,19,1.328832,103.7876,66,37.09,101.5
0D00:01:30.905542000,19,1.328808,103.7877,66,35.87,108.9
0D00:01:31.165629000,19,1.328777,103.7877,67,33.39,118.9
0D00:01:31.295759000,18,1.328777,103.7877,67,30.37,127
0D00:01:31.305893000,18,1.328742,103.7878,67,30.37,127
0D00:01:31.515722000,18,1.328706,103.7878,67,27.91,134.9
0D00:01:31.695730000,19,1.328706,103.7878,67,25.45,142.4
0D00:01:31.705849000,19,1.32867,103.7878,67,25.45,142.4
0D00:01:31.905757000,19,1.328634,103.7879,67,23.47,148.8
0D00:01:32.095877000,18,1.328634,103.7879,67,20.93,155.8
0D00:01:32.166281000,18,1.328601,103.7879,67,20.93,155.8
0D00:01:32.306224000,18,1.32857,103.7879,66,18.41,164.4
0D00:01:32.506633000,18,1.328544,103.7879,66,15.96,179.6
0D00:01:32.706606000,18,1.328522,103.7879,66,14.51,200.7
0D00:01:32.907037000,18,1.328504,103.7878,67,15.09,223.4
0D00:01:33.166893000,18,1.328489,103.7878,67,16.71,237.1
0D00:01:33.307199000,18,1.328477,103.7878,67,18.38,246.3
0D00:01:33.497513000,19,1.328477,103.7878,67,20.22,253.2
0D00:01:33.507672000,19,1.328467,103.7877,67,20.22,253.2
0D00:01:33.707545000,19,1.328462,103.7877,66,22.67,259.5
0D00:01:33.897689000,18,1.328462,103.7877,66,26.68,266.4
0D00:01:33.907651000,18,1.32846,103.7876,65,26.68,266.4
0D00:01:34.168127000,18,1.328462,103.7876,64,31.53,270.2
0D00:01:34.308201000,18,1.328469,103.7875,63,37.02,273.8
0D00:01:34.508196000,18,1.328479,103.7874,61,42.26,276.4
0D00:01:34.708205000,18,1.328492,103.7873,60,47.09,277.9
0D00:01:34.898452000,19,1.328492,103.7873,60,52.43,278.6
0D00:01:34.908584000,19,1.328507,103.7872,58,52.43,278.6
0D00:01:35.168948000,19,1.328524,103.7871,57,57.52,279
0D00:01:35.308912000,19,1.328543,103.787,57,61.52,279.6
0D00:01:35.509304000,19,1.328561,103.7869,57,64.11,279.6
0D00:01:35.709480000,19,1.328582,103.7868,58,66.11,278.9
0D00:01:35.909918000,19,1.328604,103.7867,59,66.67,280.4
0D00:01:36.170073000,19,1.328626,103.7866,60,67.13,280.6
0D00:01:36.310469000,19,1.328646,103.7864,61,67.18,280.3
0D00:01:36.510766000,19,1.328665,103.7863,62,67.22,278.8
0D00:01:36.710584000,19,1.328684,103.7862,63,66.81,278.9
0D00:01:36.910490000,19,1.328705,103.7861,64,66.22,279.9
0D00:01:37.100541000,20,1.328705,103.7861,64,64.55,280.2
0D00:01:37.170703000,20,1.328725,103.786,66,64.55,280.2
0D00:01:37.311202000,20,1.328743,103.7859,67,59.29,280.7
0D00:01:37.521101000,20,1.328755,103.7858,67,47.72,277
0D00:01:37.721238000,20,1.328763,103.7857,67,44.29,272.8
0D00:01:37.921458000,20,1.328761,103.7856,67,42.06,265.4
0D00:01:38.171450000,20,1.32875,103.7856,66,42.06,265.4
0D00:01:38.311635000,20,1.328729,103.7855,65,39.98,257.6
0D00:01:38.511690000,20,1.3287,103.7854,64,37.2,247.2
0D00:01:38.711970000,20,1.328666,103.7854,62,33.85,239.2
0D00:01:38.922242000,20,1.328631,103.7853,59,26.47,220.6
0D00:01:39.182338000,20,1.328596,103.7853,57,23.19,217.4
0D00:01:39.302767000,21,1.328596,103.7853,57,23.19,217.4
0D00:01:39.312457000,21,1.328564,103.7853,55,23.19,217.4
0D00:01:39.502981000,19,1.328564,103.7853,55,20.17,212.1
0D00:01:39.512609000,19,1.328534,103.7853,52,20.17,212.1
0D00:01:39.712721000,19,1.328509,103.7853,50,16.93,201.6
0D00:01:39.903091000,20,1.328509,103.7853,50,12.54,175.1
0D00:01:39.912782000,20,1.32849,103.7853,48,12.54,175.1
0D00:01:40.173261000,20,1.328478,103.7853,46,12.21,130.5
0D00:01:40.303604000,18,1.328478,103.7853,46,14.8,112.5
0D00:01:40.313235000,18,1.328469,103.7853,44,14.8,112.5
0D00:01:40.513490000,19,1.328469,103.7853,44,18.46,101.3
0D00:01:40.523600000,19,1.328464,103.7854,42,21.04,95.2
0D00:01:40.723801000,19,1.328462,103.7854,41,22.87,91.9
0D00:01:40.923820000,19,1.328461,103.7855,40,22.87,91.9
0D00:01:41.184323000,19,1.328463,103.7855,39,23.74,86.5
0D00:01:41.324563000,19,1.328467,103.7855,38,23.74,86.5
0D00:01:41.524357000,19,1.328475,103.7856,37,21.63,76.3
0D00:01:41.714653000,20,1.328475,103.7856,37,21.63,76.3
0D00:01:41.724391000,20,1.328486,103.7856,36,21.63,76.3
0D00:01:41.924587000,20,1.3285,103.7856,35,17.8,61.2
0D00:01:42.184568000,20,1.328517,103.7857,34,16.73,50.6
0D00:01:42.324886000,20,1.328538,103.7857,34,16.28,38.5
0D00:01:42.535408000,21,1.328538,103.7857,34,16.28,38.5
0D00:01:42.545034000,21,1.328562,103.7857,34,16.28,38.5
0D00:01:42.745426000,21,1.328587,103.7857,34,15.36,30.5
0D00:01:42.945614000,21,1.328615,103.7857,33,15.38,15.7
0D00:01:43.205735000,21,1.328644,103.7857,33,15.66,4.7
0D00:01:43.345773000,21,1.328674,103.7857,33,16.44,358.1
0D00:01:43.546100000,21,1.328704,103.7857,33,16.61,356.3
0D00:01:43.746019000,21,1.328734,103.7857,34,16.9,355.9
0D00:01:43.946072000,21,1.328765,103.7857,34,16.8,358.5
0D00:01:44.216285000,21,1.328794,103.7857,34,16.25,2.7
0D00:01:44.346277000,21,1.328824,103.7857,34,16.25,2.7
0D00:01:44.546726000,21,1.328854,103.7857,34,16.34,4.1
0D00:01:44.746891000,21,1.328883,103.7857,34,16.54,3.5
0D00:01:44.946801000,21,1.328911,103.7857,34,15.71,6.7
0D00:01:45.207327000,21,1.328941,103.7857,33,16.64,11
0D00:01:45.347860000,21,1.32897,103.7857,33,16.64,11
0D00:01:45.548093000,21,1.328999,103.7857,33,16.61,14.2
0D00:01:45.738156000,20,1.328999,103.7857,33,16.94,16
0D00:01:45.748308000,20,1.329028,103.7858,32,16.94,16
0D00:01:45.938654000,21,1.329028,103.7858,32,16.88,22.3
0D00:01:45.948297000,21,1.329056,103.7858,32,16.88,22.3
0D00:01:46.209161000,21,1.329082,103.7858,32,17.02,28.5
0D00:01:46.349084000,21,1.329105,103.7858,31,16.44,33.9
0D00:01:46.499399000,9,1.329105,103.7858,31,15.57,38.8
0D00:01:46.509500000,9,1.329126,103.7858,31,15.57,38.8
0D00:01:46.709763000,9,1.329144,103.7858,30,14.56,43
0D00:01:46.909750000,9,1.329159,103.7859,29,13.83,46.9
