timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse
0D00:01:48.516739000,18,1.329411,103.7861,21,0.04,243.8
0D00:01:48.636556000,18,1.329409,103.7861,22,0.13,243.8
0D00:01:48.836762000,18,1.329406,103.7861,22,0.98,206.1
0D00:01:49.037366000,18,1.329401,103.7861,23,2.42,195.9
0D00:01:49.237422000,18,1.329392,103.7861,24,4,197.2
0D00:01:49.517734000,18,1.329381,103.7861,24,5.95,190.1
0D00:01:49.638153000,18,1.329369,103.7861,25,6.59,182.7
0D00:01:49.837923000,18,1.329358,103.7861,26,7.51,148.7
0D00:01:50.038136000,18,1.329349,103.7861,27,9.22,124.8
0D00:01:50.238303000,18,1.329342,103.7862,28,10.72,114.2
0D00:01:50.518526000,18,1.329335,103.7862,28,13.39,106.8
0D00:01:50.638441000,18,1.32933,103.7862,28,17.34,100.9
0D00:01:50.838476000,18,1.329324,103.7863,29,22.55,96.8
0D00:01:51.039021000,18,1.329315,103.7863,30,30.2,97
0D00:01:51.239191000,18,1.329303,103.7864,31,38.63,98.5
0D00:01:51.518923000,18,1.32929,103.7865,33,42.67,99
0D00:01:51.639102000,18,1.329276,103.7866,34,44.79,99.5
0D00:01:51.839593000,18,1.329262,103.7866,35,45.77,99.5
0D00:01:52.039576000,18,1.329249,103.7867,36,45.55,99.3
0D00:01:52.239427000,18,1.329238,103.7868,38,44.8,98.6
0D00:01:52.519945000,18,1.32923,103.7869,39,43.82,97.2
0D00:01:52.639620000,18,1.329224,103.787,40,44.39,95.3
0D00:01:52.840178000,18,1.329224,103.787,41,47.64,92.1
0D00:01:53.040840000,18,1.32923,103.7871,42,52.44,88.3
0D00:01:53.240091000,18,1.32924,103.7872,43,55.17,85
0D00:01:53.520924000,18,1.329252,103.7873,43,56.62,83.5
0D00:01:53.640644000,18,1.329265,103.7874,44,57.42,82.7
0D00:01:53.841031000,18,1.329277,103.7875,45,54.87,82.6
0D00:01:54.041771000,18,1.329284,103.7876,46,51.92,83.2
0D00:01:54.241593000,18,1.329283,103.7877,48,49.55,87.5
0D00:01:54.522051000,18,1.329269,103.7878,50,46.72,94.4
0D00:01:54.642276000,18,1.329239,103.7879,52,42.68,104.7
0D00:01:54.832501000,17,1.329239,103.7879,52,39.52,124.1
0D00:01:54.842662000,17,1.329192,103.7879,53,39.52,124.1
0D00:01:55.042796000,17,1.329138,103.7879,54,36.63,141.8
0D00:01:55.243257000,17,1.329082,103.7879,55,33.22,160.6
0D00:01:55.433386000,16,1.329082,103.7879,55,30.25,176.4
0D00:01:55.523124000,16,1.329031,103.7879,57,30.25,176.4
0D00:01:55.643719000,16,1.328988,103.7879,59,27.25,194.3
0D00:01:55.843777000,16,1.328954,103.7879,61,25.17,213.3
0D00:01:56.043938000,16,1.328928,103.7879,63,26.15,230.7
0D00:01:56.244044000,16,1.328907,103.7878,65,27.99,243
0D00:01:56.524583000,16,1.328892,103.7877,66,30.42,251.1
0D00:01:56.644807000,16,1.328882,103.7877,66,33.6,257.9
0D00:01:56.845352000,16,1.328877,103.7876,67,39.25,263.8
0D00:01:57.045690000,16,1.328874,103.7875,67,45.85,267.3
0D00:01:57.245887000,16,1.328872,103.7874,66,49.14,268.4
0D00:01:57.526081000,16,1.328872,103.7873,66,51.02,269.6
0D00:01:57.636356000,15,1.328872,103.7873,66,52.59,270.4
0D00:01:57.646551000,15,1.328874,103.7872,65,52.59,270.4
0D00:01:57.846885000,15,1.328875,103.7871,65,53.71,270.9
0D00:01:58.046785000,15,1.328876,103.787,65,54.87,270.7
0D00:01:58.247519000,15,1.328877,103.7869,64,55.86,270.7
0D00:01:58.527569000,15,1.328878,103.7868,64,56.52,270.5
0D00:01:58.648085000,15,1.328878,103.7867,63,57.15,270.6
0D00:01:58.848117000,15,1.328878,103.7866,63,57.84,270
0D00:01:59.048282000,15,1.328877,103.7865,63,58.15,269.6
0D00:01:59.238031000,16,1.328877,103.7865,63,56.91,269.4
0D00:01:59.248246000,16,1.328876,103.7864,63,56.91,269.4
0D00:01:59.528366000,16,1.328875,103.7863,63,55.07,269.5
0D00:01:59.638131000,15,1.328875,103.7863,63,52.34,269.9
0D00:01:59.648322000,15,1.328874,103.7862,63,52.34,269.9
0D00:01:59.838210000,16,1.328874,103.7862,63,50.24,269.6
0D00:01:59.848600000,16,1.328874,103.7862,63,50.24,269.6
0D00:02:00.038702000,15,1.328874,103.7862,63,48.41,269.4
0D00:02:00.048365000,15,1.328872,103.7861,63,48.41,269.4
0D00:02:00.238512000,16,1.328872,103.7861,63,46.95,269.5
0D00:02:00.258808000,16,1.328871,103.786,63,46.95,269.5
0D00:02:00.528782000,16,1.328866,103.7859,63,45.78,268.3
0D00:02:00.648828000,16,1.328854,103.7858,63,44.3,264.7
0D00:02:00.849081000,16,1.328833,103.7858,63,42.89,258.1
0D00:02:01.049143000,16,1.328802,103.7857,63,40.79,250
0D00:02:01.259300000,16,1.328765,103.7856,63,38.01,240.5
0D00:02:01.539452000,16,1.328723,103.7856,63,34.98,231.7
0D00:02:01.649745000,16,1.32868,103.7856,63,32.12,222.9
0D00:02:01.859686000,16,1.328637,103.7855,63,28.55,212.4
0D00:02:02.059768000,16,1.328598,103.7855,63,24.95,201
0D00:02:02.259604000,16,1.328565,103.7855,63,20.54,191.4
0D00:02:02.539889000,16,1.32854,103.7855,63,16.42,180
0D00:02:02.639914000,15,1.32854,103.7855,63,11.52,160
0D00:02:02.659958000,15,1.328523,103.7855,63,11.52,160
0D00:02:02.860311000,15,1.328513,103.7855,63,10.42,135.4
0D00:02:03.040479000,14,1.328513,103.7855,63,12.1,112.3
0D00:02:03.060338000,14,1.328506,103.7856,62,12.1,112.3
0D00:02:03.240215000,15,1.328506,103.7856,62,15.06,98.1
0D00:02:03.260545000,15,1.328504,103.7856,62,15.06,98.1
0D00:02:03.540574000,15,1.328506,103.7856,62,19.75,89.9
0D00:02:03.660874000,15,1.328511,103.7857,61,22.94,84.8
0D00:02:03.860676000,15,1.328518,103.7857,60,25.48,81.8
0D00:02:04.061171000,15,1.328528,103.7858,59,29.63,81.3
0D00:02:04.250999000,15,1.328541,103.7859,58,36.16,80.1
0D00:02:04.540935000,15,1.328557,103.7859,57,42.86,79
0D00:02:04.661337000,15,1.328576,103.786,57,49.24,78
0D00:02:04.841583000,16,1.328576,103.786,57,53.51,78
0D00:02:04.861658000,16,1.328596,103.7861,56,53.51,78
0D00:02:05.061577000,16,1.328617,103.7862,55,55.87,78
0D00:02:05.261993000,16,1.328637,103.7863,55,56.99,78.2
0D00:02:05.542192000,16,1.328657,103.7864,56,57.08,78.6
0D00:02:05.662411000,16,1.328677,103.7865,56,57.09,78.9
0D00:02:05.862915000,16,1.328695,103.7866,57,56.54,79.1
0D00:02:06.063179000,16,1.328712,103.7867,58,55.49,79.6
0D00:02:06.243248000,15,1.328712,103.7867,58,52.5,79.9
0D00:02:06.263591000,15,1.328728,103.7868,59,52.5,79.9
0D00:02:06.544184000,15,1.328742,103.7869,59,49.21,80.5
0D00:02:06.663961000,15,1.328755,103.787,60,46.56,80.7
0D00:02:06.844646000,16,1.328755,103.787,60,44.97,81
0D00:02:06.854585000,16,1.328767,103.7871,61,44.97,81
0D00:02:07.064870000,16,1.328778,103.7871,62,43.24,81.7
0D00:02:07.265229000,16,1.328789,103.7872,63,42.21,81.7
0D00:02:07.545134000,16,1.3288,103.7873,64,40.99,81.4
0D00:02:07.645208000,15,1.3288,103.7873,64,39.96,81.7
0D00:02:07.665594000,15,1.32881,103.7874,65,39.96,81.7
0D00:02:07.865598000,15,1.328821,103.7874,66,38.9,82
0D00:02:08.065695000,15,1.328839,103.7875,68,37.91,78.3
0D00:02:08.265646000,15,1.328868,103.7875,69,36.11,69.5
0D00:02:08.445726000,17,1.328868,103.7875,69,33.96,55.8
0D00:02:08.546235000,17,1.328907,103.7876,70,33.96,55.8
0D00:02:08.666173000,17,1.328952,103.7876,72,31.19,40.6
0D00:02:08.866493000,17,1.328999,103.7876,73,28.31,23.9
0D00:02:09.066690000,17,1.329043,103.7876,73,26.11,6.2
0D00:02:09.246666000,16,1.329043,103.7876,73,23.16,348.8
0D00:02:09.267000000,16,1.329079,103.7876,74,23.16,348.8
0D00:02:09.447043000,17,1.329079,103.7876,74,20.63,328.8
0D00:02:09.546828000,17,1.329106,103.7876,73,20.63,328.8
0D00:02:09.667073000,17,1.329124,103.7875,73,20.72,305.7
0D00:02:09.847237000,16,1.329124,103.7875,73,23.86,290.5
0D00:02:09.867126000,16,1.329136,103.7875,73,23.86,290.5
0D00:02:10.057191000,17,1.329136,103.7875,73,27.4,279.9
0D00:02:10.067387000,17,1.329141,103.7874,72,27.4,279.9
0D00:02:10.267394000,17,1.32914,103.7874,72,31.7,271.8
0D00:02:10.547371000,17,1.329132,103.7873,72,35.84,266.4
0D00:02:10.667487000,17,1.329117,103.7872,71,43.46,261.8
0D00:02:10.857643000,16,1.329117,103.7872,71,52.64,259.1
0D00:02:10.867789000,16,1.329098,103.7871,71,52.64,259.1
0D00:02:11.067850000,16,1.329074,103.787,71,58.5,258.2
0D00:02:11.268147000,16,1.329049,103.7869,70,62.5,257.7
0D00:02:11.548341000,16,1.329024,103.7868,70,64.55,257.1
0D00:02:11.668774000,16,1.329,103.7867,69,65.57,257.8
0D00:02:11.858909000,15,1.329,103.7867,69,66.37,258.6
0D00:02:11.869061000,15,1.328977,103.7866,69,66.37,258.6
0D00:02:12.068992000,15,1.328958,103.7864,69,66.91,260
0D00:02:12.259420000,16,1.328958,103.7864,69,66.96,261.5
0D00:02:12.269583000,16,1.32894,103.7863,69,66.96,261.5
0D00:02:12.549385000,16,1.328925,103.7862,69,67.09,262.4
0D00:02:12.669703000,16,1.328911,103.7861,69,66.93,263
0D00:02:12.869883000,16,1.328898,103.786,70,64.9,263.4
0D00:02:13.070017000,16,1.328886,103.7859,70,59.49,263.3
0D00:02:13.270127000,16,1.328876,103.7858,70,54.15,263.8
0D00:02:13.550135000,16,1.328866,103.7857,71,49.98,264.6
0D00:02:13.659988000,15,1.328866,103.7857,71,46.64,261.9
0D00:02:13.670168000,15,1.328849,103.7856,71,46.64,261.9
0D00:02:13.870146000,15,1.328823,103.7856,71,43.69,253.8
0D00:02:14.050809000,16,1.328823,103.7856,71,39.63,244.7
0D00:02:14.070670000,16,1.32879,103.7855,71,39.63,244.7
0D00:02:14.270737000,16,1.328755,103.7854,71,35.99,237.7
0D00:02:14.550951000,16,1.32872,103.7854,71,32.01,232
0D00:02:14.671105000,16,1.328686,103.7854,71,27.61,225.9
0D00:02:14.871505000,16,1.328655,103.7853,71,23.83,221.4
0D00:02:15.071695000,16,1.328627,103.7853,71,20.23,217
0D00:02:15.271719000,16,1.328602,103.7853,71,17.16,210.1
0D00:02:15.551423000,16,1.328581,103.7853,70,14.12,202.3
0D00:02:15.671807000,16,1.328564,103.7853,69,10.5,189.1
0D00:02:15.871812000,16,1.328552,103.7853,68,8.98,153.3
0D00:02:16.072081000,16,1.328546,103.7853,68,11.88,114.1
0D00:02:16.272117000,16,1.328544,103.7854,68,17.91,96.5
0D00:02:16.552782000,16,1.328547,103.7854,68,22.97,88.7
0D00:02:16.673120000,16,1.328552,103.7855,69,26.79,84.7
0D00:02:16.873145000,16,1.328559,103.7855,71,28.82,82.6
0D00:02:17.073676000,16,1.328566,103.7856,73,32.43,82.6
0D00:02:17.263642000,17,1.328566,103.7856,73,34.35,83.1
0D00:02:17.273599000,17,1.328573,103.7857,75,34.35,83.1
0D00:02:17.464001000,16,1.328573,103.7857,75,32.87,83.7
0D00:02:17.554212000,16,1.328579,103.7857,77,32.87,83.7
0D00:02:17.674644000,16,1.328585,103.7858,79,32.8,83.8
0D00:02:17.874658000,16,1.328591,103.7858,80,32.9,84.1
0D00:02:18.074924000,16,1.328596,103.7859,81,33.05,84.4
0D00:02:18.275231000,16,1.328602,103.786,82,33.75,85
0D00:02:18.565945000,16,1.328607,103.786,83,34.95,85
0D00:02:18.685998000,16,1.328612,103.7861,83,36.09,85.5
0D00:02:18.886491000,16,1.328617,103.7861,83,36.97,85.4
0D00:02:19.066694000,15,1.328617,103.7861,83,37.93,85.6
0D00:02:19.086280000,15,1.328622,103.7862,83,37.93,85.6
0D00:02:19.266549000,16,1.328622,103.7862,83,40.81,85.9
0D00:02:19.286841000,16,1.328627,103.7863,83,40.81,85.9
0D00:02:19.566840000,16,1.328633,103.7864,83,46.83,86.9
0D00:02:19.666812000,15,1.328633,103.7864,83,52.72,85
0D00:02:19.686905000,15,1.328642,103.7865,84,52.72,85
0D00:02:19.876875000,15,1.328653,103.7866,84,56.26,84.1
0D00:02:20.076890000,15,1.328665,103.7867,84,58.61,83.7
0D00:02:20.267145000,16,1.328665,103.7867,84,60.14,83.9
0D00:02:20.277399000,16,1.328676,103.7868,84,60.14,83.9
0D00:02:20.557486000,16,1.328687,103.7869,84,60.97,84.2
0D00:02:20.687083000,16,1.328696,103.787,83,61.33,84.7
0D00:02:20.887634000,16,1.328706,103.7871,82,61.43,85.1
0D00:02:21.087482000,16,1.328715,103.7872,82,61.36,85.1
0D00:02:21.268116000,15,1.328715,103.7872,82,60.6,85.1
0D00:02:21.287690000,15,1.328726,103.7873,81,60.6,85.1
0D00:02:21.467918000,16,1.328726,103.7873,81,55.35,82.7
0D00:02:21.567894000,16,1.328744,103.7874,81,55.35,82.7
0D00:02:21.688006000,16,1.328775,103.7875,80,49.57,74.7
0D00:02:21.888055000,16,1.328817,103.7876,80,43.21,59.6
0D00:02:22.087867000,16,1.328862,103.7876,79,36.89,47.7
0D00:02:22.267979000,15,1.328862,103.7876,79,31.9,38.8
0D00:02:22.288291000,15,1.328906,103.7876,78,31.9,38.8
0D00:02:22.468308000,16,1.328906,103.7876,78,27.31,29.4
0D00:02:22.568461000,16,1.328947,103.7877,77,27.31,29.4
0D00:02:22.668493000,15,1.328947,103.7877,77,23.33,22.1
0D00:02:22.688306000,15,1.328983,103.7877,76,23.33,22.1
0D00:02:22.868694000,16,1.328983,103.7877,76,19.91,16.2
0D00:02:22.888257000,16,1.329016,103.7877,75,19.91,16.2
0D00:02:23.088411000,16,1.329042,103.7877,75,16.98,5.4
0D00:02:23.268878000,17,1.329042,103.7877,75,12.75,345
0D00:02:23.288684000,17,1.329059,103.7877,74,12.75,345
0D00:02:23.569066000,17,1.329065,103.7877,73,9.82,311.2
0D00:02:23.689173000,17,1.329066,103.7876,72,10.16,279
0D00:02:23.889003000,17,1.329062,103.7876,71,12.56,266.7
0D00:02:24.069310000,18,1.329062,103.7876,71,16.08,260.9
0D00:02:24.089191000,18,1.329057,103.7876,70,16.08,260.9
0D00:02:24.269241000,16,1.329057,103.7876,70,19.29,260.2
0D00:02:24.289338000,16,1.329051,103.7875,70,19.29,260.2
0D00:02:24.479287000,17,1.329051,103.7875,70,22.49,260.8
0D00:02:24.569544000,17,1.329043,103.7875,70,22.49,260.8
0D00:02:24.689464000,17,1.329035,103.7874,70,25.56,260.1
0D00:02:24.889664000,17,1.329026,103.7874,70,27.26,260.2
0D00:02:25.090007000,17,1.329017,103.7873,70,28.33,260.1
0D00:02:25.279731000,16,1.329017,103.7873,70,29.48,260.8
0D00:02:25.289861000,16,1.329009,103.7873,70,29.48,260.8
0D00:02:25.480246000,17,1.329009,103.7873,70,31.17,260.7
0D00:02:25.569880000,17,1.328999,103.7872,70,31.17,260.7
0D00:02:25.670092000,16,1.328999,103.7872,70,33.82,260.6
0D00:02:25.690416000,16,1.328988,103.7872,69,33.82,260.6
0D00:02:25.880191000,18,1.328988,103.7872,69,35.95,260.4
0D00:02:25.890360000,18,1.328977,103.7871,69,35.95,260.4
0D00:02:26.090364000,18,1.328966,103.787,68,37.5,260.1
0D00:02:26.280554000,16,1.328966,103.787,68,38.65,259.7
0D00:02:26.290777000,16,1.328952,103.787,68,38.65,259.7
0D00:02:26.481056000,17,1.328952,103.787,68,39.2,259.1
0D00:02:26.570787000,17,1.328939,103.7869,67,39.2,259.1
0D00:02:26.690931000,17,1.328926,103.7868,67,39.75,259.4
0D00:02:26.890882000,17,1.328913,103.7868,67,40.27,259.4
0D00:02:27.081103000,18,1.328913,103.7868,67,42.63,260.1
0D00:02:27.091275000,18,1.3289,103.7867,66,42.63,260.1
0D00:02:27.291579000,18,1.328885,103.7866,67,48.7,261.2
0D00:02:27.571540000,18,1.32887,103.7865,68,56.96,261.6
0D00:02:27.691433000,18,1.328854,103.7864,69,62.23,262.2
0D00:02:27.891715000,18,1.328839,103.7862,69,65.72,262.5
0D00:02:28.101853000,18,1.328825,103.7861,70,67.98,263.4
0D00:02:28.301917000,18,1.328813,103.786,70,69.64,264
0D00:02:28.572108000,18,1.328802,103.7859,69,70.73,264.8
0D00:02:28.702120000,18,1.328792,103.7857,68,71.2,265.4
0D00:02:28.902003000,18,1.328779,103.7856,67,71.24,265.4
0D00:02:29.102451000,18,1.328759,103.7855,66,66.83,263
0D00:02:29.292657000,18,1.328722,103.7854,65,60.06,256.3
0D00:02:29.572861000,18,1.328674,103.7853,64,52.36,241.3
0D00:02:29.703248000,18,1.328623,103.7853,62,46.01,232.7
0D00:02:29.903208000,18,1.328571,103.7852,61,40.73,225.4
0D00:02:30.083693000,16,1.328571,103.7852,61,35.08,217.3
0D00:02:30.103463000,16,1.328523,103.7852,60,35.08,217.3
0D00:02:30.293896000,16,1.328478,103.7852,59,29.9,210.1
0D00:02:30.584099000,16,1.328438,103.7852,58,25.34,203.9
0D00:02:30.704453000,16,1.328403,103.7852,57,21.6,196.5
0D00:02:30.904314000,16,1.328371,103.7852,56,18.63,188.9
0D00:02:31.104295000,16,1.328346,103.7852,55,15.89,180.1
0D00:02:31.294471000,16,1.328325,103.7852,54,12.74,165.6
0D00:02:31.574830000,16,1.328308,103.7852,52,12.16,149.3
0D00:02:31.704817000,16,1.328296,103.7852,51,12.66,132.6
0D00:02:31.905064000,16,1.328292,103.7852,50,11.99,109.9
0D00:02:32.104999000,16,1.328294,103.7852,49,12.72,94.4
0D00:02:32.285267000,15,1.328294,103.7852,49,13.5,77.1
0D00:02:32.305092000,15,1.328304,103.7853,48,13.5,77.1
0D00:02:32.585115000,15,1.328321,103.7853,47,14.49,58.4
0D00:02:32.685566000,16,1.328321,103.7853,47,15.6,44.3
0D00:02:32.705402000,16,1.328344,103.7853,46,15.6,44.3
0D00:02:32.895602000,16,1.328371,103.7853,46,17.2,35.5
0D00:02:33.085420000,15,1.328371,103.7853,46,18.45,30.6
0D00:02:33.105681000,15,1.328402,103.7853,46,18.45,30.6
0D00:02:33.285667000,16,1.328402,103.7853,46,19.78,27.9
0D00:02:33.305451000,16,1.328435,103.7854,46,19.78,27.9
0D00:02:33.585486000,16,1.328469,103.7854,45,21.22,28.3
0D00:02:33.706075000,16,1.328503,103.7854,45,22.42,30.7
0D00:02:33.906043000,16,1.328536,103.7854,46,23,36.1
0D00:02:34.106304000,16,1.328566,103.7855,46,23.05,40.4
0D00:02:34.306901000,16,1.328596,103.7855,46,22.68,44
0D00:02:34.587399000,16,1.328626,103.7855,46,22.56,43.6
0D00:02:34.707239000,16,1.328656,103.7855,46,22.55,42.4
0D00:02:34.907720000,16,1.328688,103.7856,47,22.3,41
0D00:02:35.107811000,16,1.328719,103.7856,47,22.83,39.9
0D00:02:35.308226000,16,1.328752,103.7856,48,23.07,39
0D00:02:35.578707000,16,1.328783,103.7856,48,23.36,40.7
0D00:02:35.708656000,16,1.328814,103.7857,48,23.66,43.5
0D00:02:35.908949000,16,1.328844,103.7857,49,23.38,45.5
0D00:02:36.108852000,16,1.328873,103.7857,49,23.42,46.3
0D00:02:36.309354000,16,1.328902,103.7858,49,23.75,47.5
0D00:02:36.489173000,15,1.328902,103.7858,49,24.33,48.6
0D00:02:36.589173000,15,1.32893,103.7858,49,24.33,48.6
0D00:02:36.689384000,16,1.32893,103.7858,49,24.43,51.8
0D00:02:36.709716000,16,1.328956,103.7858,49,24.43,51.8
0D00:02:36.909608000,16,1.328979,103.7859,49,24.78,56.5
0D00:02:37.109892000,16,1.328997,103.7859,49,24.24,61.2
0D00:02:37.309888000,16,1.329008,103.7859,48,23.39,69.6
0D00:02:37.590013000,16,1.329012,103.786,47,22.46,79.5
0D00:02:37.710270000,16,1.329009,103.786,46,21.4,88.4
0D00:02:37.910327000,16,1.328999,103.7861,45,19.21,102.3
0D00:02:38.110515000,16,1.328985,103.7861,44,17.27,112.8
0D00:02:38.310431000,16,1.32897,103.7861,42,15.24,123.8
0D00:02:38.500622000,17,1.32897,103.7861,42,13,133.2
0D00:02:38.590401000,17,1.328953,103.7861,41,13,133.2
0D00:02:38.711005000,17,1.328936,103.7861,39,11.44,147.5
0D00:02:38.910921000,17,1.328923,103.7861,38,8.85,159.5
0D00:02:39.111233000,17,1.328914,103.7861,36,6.44,171.2
0D00:02:39.311487000,17,1.328909,103.7861,34,4.07,180.4
0D00:02:39.591588000,17,1.328909,103.7861,33,1.16,198.6
0D00:02:39.711789000,17,1.328914,103.7861,32,2.68,308.1
0D00:02:39.912073000,17,1.32892,103.7861,31,4.18,319.4
0D00:02:40.102269000,18,1.32892,103.7861,31,5.68,325.9
0D00:02:40.112402000,18,1.328931,103.7861,30,5.68,325.9
0D00:02:40.312327000,18,1.328944,103.7861,30,7.51,332.3
0D00:02:40.592764000,18,1.32896,103.7861,29,9.22,334.3
0D00:02:40.712624000,18,1.328981,103.7861,29,10.86,337.3
0D00:02:40.913037000,18,1.329004,103.7861,29,12.97,340.5
0D00:02:41.113038000,18,1.32903,103.7861,30,14.16,342.5
0D00:02:41.313265000,18,1.329057,103.7861,30,15.13,344
0D00:02:41.593584000,18,1.329085,103.7861,30,15.99,348.3
0D00:02:41.713550000,18,1.329114,103.7861,30,15.97,353.8
0D00:02:41.923462000,18,1.329141,103.7861,30,15.77,359.6
0D00:02:42.113713000,18,1.329167,103.7861,30,14.99,6.4
0D00:02:42.313727000,18,1.329191,103.7861,30,14.22,12.6
0D00:02:42.503979000,17,1.329191,103.7861,30,13.17,18.8
0D00:02:42.593664000,17,1.329211,103.7861,29,13.17,18.8
0D00:02:42.704093000,18,1.329211,103.7861,29,11.28,31.8
0D00:02:42.713731000,18,1.329225,103.7861,29,11.28,31.8
0D00:02:42.914231000,18,1.329231,103.7861,28,9.73,50.8
0D00:02:43.113963000,18,1.329229,103.7861,26,6.5,80.6
0D00:02:43.314336000,18,1.329221,103.7861,25,5.01,95.3
0D00:02:43.594402000,18,1.329212,103.7861,25,5.31,139.3
0D00:02:43.714958000,18,1.329207,103.7861,25,5.11,184.7
0D00:02:43.905247000,17,1.329207,103.7861,25,5.8,228
0D00:02:43.914883000,17,1.329206,103.7861,25,5.8,228
0D00:02:44.105211000,18,1.329206,103.7861,25,6.75,258.2
0D00:02:44.125274000,18,1.32921,103.7861,25,6.75,258.2
0D00:02:44.325663000,18,1.329219,103.7861,25,7.18,285.1
0D00:02:44.606209000,18,1.329231,103.7861,25,7.86,304.9
0D00:02:44.726505000,18,1.329244,103.7861,25,7.75,318.5
0D00:02:44.926769000,18,1.329258,103.7861,26,8.27,337.7
0D00:02:45.126837000,18,1.329274,103.7861,26,8.84,346.6
0D00:02:45.327245000,18,1.32929,103.7861,26,9.09,354.9
0D00:02:45.607504000,18,1.329306,103.7861,26,8.63,4.2
0D00:02:45.727574000,18,1.32932,103.7861,25,8.78,18.4
0D00:02:45.917341000,18,1.329329,103.7861,24,8.2,26.8
0D00:02:46.127564000,18,1.329333,103.7861,24,4.36,29.6
0D00:00:54.889724000,19,1.329409,103.7861,25,0.08,135.9
0D00:00:55.112711000,19,1.329409,103.7861,25,0.08,135.9
0D00:00:55.383376000,19,1.329409,103.7861,25,0.03,135.9
0D00:00:55.513107000,19,1.329408,103.7861,25,0.01,135.9
0D00:00:55.713415000,19,1.329408,103.7861,25,0.05,135.9
0D00:00:55.914178000,19,1.329408,103.7861,25,0.07,135.9
0D00:00:56.114308000,19,1.329406,103.7861,26,0.4,135.9
0D00:00:56.294406000,18,1.329406,103.7861,26,1.59,191
0D00:00:56.394292000,18,1.329402,103.7861,26,1.59,191
0D00:00:56.514489000,18,1.329396,103.7861,27,2.74,200.1
0D00:00:56.694221000,19,1.329396,103.7861,27,4.61,197.9
0D00:00:56.714477000,19,1.329386,103.7861,27,4.61,197.9
0D00:00:56.914549000,19,1.329371,103.7861,28,6.76,197.5
0D00:00:57.114914000,19,1.329352,103.7861,28,9.96,192
0D00:00:57.395034000,19,1.329329,103.7861,29,11.92,184.4
0D00:00:57.515538000,19,1.329304,103.7861,29,13.59,173.5
0D00:00:57.715652000,19,1.329284,103.7861,30,14.53,153.5
0D00:00:57.905867000,19,1.32927,103.7861,31,15.9,127.3
0D00:00:58.096111000,18,1.32927,103.7861,31,17.41,110.1
0D00:00:58.116439000,18,1.329261,103.7862,32,17.41,110.1
0D00:00:58.396591000,18,1.329256,103.7862,33,19.09,100.1
0D00:00:58.497003000,19,1.329256,103.7862,33,20.9,95.6
0D00:00:58.516763000,19,1.329252,103.7862,35,20.9,95.6
0D00:00:58.717439000,19,1.329248,103.7863,36,22.63,94.8
0D00:00:58.917401000,19,1.329246,103.7863,37,26.09,93.3
0D00:00:59.117992000,19,1.329244,103.7864,38,30.75,92.6
0D00:00:59.398062000,19,1.329243,103.7865,40,34.9,90.8
0D00:00:59.518283000,19,1.329242,103.7865,41,38.64,90.4
0D00:00:59.718924000,19,1.32924,103.7866,43,43.29,90.9
0D00:00:59.919201000,19,1.329236,103.7867,44,52.2,91.5
0D00:01:00.119468000,19,1.329233,103.7868,46,58.1,91.9
0D00:01:00.399376000,19,1.32923,103.7869,48,61.85,91.4
0D00:01:00.519580000,19,1.329225,103.787,50,58.69,92.1
0D00:01:00.719720000,19,1.32922,103.7871,52,55.92,92.7
0D00:01:00.909667000,18,1.32922,103.7871,52,51.81,92.8
0D00:01:00.929957000,18,1.329215,103.7872,54,51.81,92.8
0D00:01:01.119681000,18,1.32921,103.7873,57,48.57,93.1
0D00:01:01.400146000,18,1.329204,103.7874,59,46.35,93.7
0D00:01:01.520315000,18,1.329197,103.7875,61,44.76,94.2
0D00:01:01.720109000,18,1.329187,103.7875,63,43.34,95.1
0D00:01:01.900227000,19,1.329187,103.7875,63,41.5,100.5
0D00:01:01.920529000,19,1.329168,103.7876,65,41.5,100.5
0D00:01:02.100172000,18,1.329168,103.7876,65,39.69,110
0D00:01:02.120313000,18,1.329138,103.7877,67,39.69,110
0D00:01:02.300293000,17,1.329138,103.7877,67,37.49,121.5
0D00:01:02.400628000,17,1.329097,103.7877,69,37.49,121.5
0D00:01:02.520594000,17,1.329048,103.7878,70,35.69,135.5
0D00:01:02.700858000,16,1.329048,103.7878,70,33.63,149.4
0D00:01:02.720643000,16,1.328993,103.7878,71,33.63,149.4
0D00:01:02.920803000,16,1.328936,103.7878,73,32.68,162.4
0D00:01:03.121166000,16,1.328878,103.7878,76,32.35,175.8
0D00:01:03.401338000,16,1.328823,103.7878,78,32.07,190.3
0D00:01:03.501316000,15,1.328823,103.7878,78,31.48,204.8
0D00:01:03.521127000,15,1.328775,103.7878,79,31.48,204.8
0D00:01:03.701376000,16,1.328775,103.7878,79,31.36,215.9
0D00:01:03.721446000,16,1.328733,103.7877,81,31.36,215.9
0D00:01:03.902114000,14,1.328733,103.7877,81,31.15,226.9
0D00:01:03.921921000,14,1.328698,103.7877,82,31.15,226.9
0D00:01:04.122558000,14,1.328671,103.7876,82,31.6,238.1
0D00:01:04.312661000,15,1.328671,103.7876,82,33.68,245.9
0D00:01:04.412957000,15,1.328648,103.7876,82,33.68,245.9
0D00:01:04.522980000,15,1.328631,103.7875,82,35.84,251.1
0D00:01:04.723129000,15,1.328619,103.7874,82,37.77,258
