timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse,loopIteration,axisP0,axisP1,axisP2,axisI0,axisI1,axisI2,axisD0,axisD1,axisD2,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,rssi,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3,flightModeFlagsflags,stateFlagsflags,failsafePhaseflags,rxSignalReceived,rxFlightChannelsValid,acceleration_G
0D00:01:15.322753000,18,1.328151,103.7872,106,37.83,87.3,80384,0,6,-23,129,-107,-83,1,7,0,-145,-48,25,1344,1.56,1012,-96,-37,22,-1762,21671,1272,116,898,1087,1013,,,,1,1,0.7410939
0D00:01:15.522830000,18,1.328157,103.7873,107,37.87,86.2,80776,0,1,-57,133,-104,-100,-3,-1,0,-154,-46,16,1353,1.551,1012,-104,-31,29,-2305,22758,6468,116,1175,1305,1036,,,,1,1,0.7723666
0D00:01:15.711129000,17,1.328157,103.7873,107,37.85,84.6,81144,-53,34,7,57,-66,-111,11,-4,0,-154,-50,17,1382,1.569,1023,-51,-67,7,-3439,16708,4309,404,1101,999,662,,,,1,1,0.7265155
0D00:01:15.723288000,17,1.328164,103.7874,108,37.85,84.6,81168,-44,29,-18,50,-61,-111,4,-4,0,-154,-50,17,1382,1.569,1023,-60,-62,16,-3401,16136,4414,351,1178,1047,585,,,,1,1,0.04691317
0D00:01:16.025181000,17,1.328173,103.7874,108,38.03,83.4,81760,-1,10,-18,32,-47,-139,-4,3,0,-152,-42,32,1383,1.569,1023,-102,-37,24,-3760,13617,7799,267,1191,1154,557,,,,1,1,1.170335
0D00:01:16.123177000,17,1.328182,103.7875,109,38.11,82.5,81952,-3,3,-21,29,-43,-143,12,1,0,-152,-36,33,1383,1.577,1023,-99,-26,25,-3571,13298,7220,209,1189,1190,581,,,,1,1,0.380696
0D00:01:16.315386000,19,1.328182,103.7875,109,38.06,81.6,82328,-5,4,30,6,-32,-135,6,3,0,-149,-29,40,1386,1.577,1023,-95,-23,11,-1511,9667,9088,474,1093,1004,622,,,,1,1,0.7457161
0D00:01:16.323489000,19,1.328193,103.7876,109,38.06,81.6,82344,-1,4,0,5,-31,-134,7,-4,0,-149,-29,40,1386,1.577,1023,-99,-23,22,-1578,9535,8908,372,1170,1071,581,,,,1,1,0.03143733
0D00:01:16.523301000,19,1.328205,103.7876,110,38.21,80.8,82736,2,8,42,0,-15,-112,7,3,0,-125,-28,42,1400,1.586,1023,-85,-27,8,-3603,7169,9654,628,977,1008,694,,,,1,1,0.7782688
0D00:01:16.723680000,19,1.328218,103.7877,110,38.18,80,83128,2,6,29,4,-5,-85,0,7,0,-55,-27,51,1424,1.569,1023,-38,-24,17,-2902,5859,10357,747,965,1047,744,,,,1,1,0.7798644
0D00:01:17.025728000,19,1.328233,103.7878,111,37.74,78.4,83720,-6,0,39,-7,-11,-63,-14,-3,0,-3,-30,60,1455,1.577,1023,4,-19,19,-3500,3824,12113,914,1094,896,851,,,,1,1,1.162007
0D00:01:17.135949000,19,1.328252,103.7878,111,37.23,76,83936,12,4,16,-7,-8,-52,-7,-2,0,8,-16,48,1447,1.577,1023,-8,-15,20,-3556,4562,9314,828,1029,985,847,,,,1,1,0.4183005
0D00:01:17.335816000,19,1.328276,103.7879,111,35.57,71.2,84328,0,6,12,4,-2,-39,-7,0,0,102,7,-16,1438,1.586,1023,66,-2,-13,-3526,3233,8400,863,963,971,820,,,,1,1,0.7246961
0D00:01:17.515785000,18,1.328276,103.7879,111,31.72,61.9,84680,0,-2,21,8,2,-27,2,-1,0,92,3,-19,1429,1.595,1023,59,5,-18,-3050,593,8844,842,881,917,904,,,,1,1,0.5819181
0D00:01:17.523929000,18,1.328303,103.7879,112,31.72,61.9,84696,-1,0,23,9,2,-26,-4,1,0,92,3,-19,1429,1.595,1023,60,2,-19,-2945,571,8871,881,874,911,878,,,,1,1,0.0263331
0D00:01:17.715780000,17,1.328303,103.7879,112,26.57,55.1,85072,-3,0,19,1,3,-13,-1,-1,0,97,4,-19,1418,1.595,1023,67,2,-17,-2720,-1406,7455,895,849,846,864,,,,1,1,0.5196209
0D00:01:17.736110000,17,1.32833,103.788,112,26.57,55.1,85112,-2,-1,22,0,3,-11,4,0,0,98,4,-19,1429,1.595,1023,66,4,-18,-2684,-1632,7646,913,848,871,912,,,,1,1,0.05506301
0D00:01:17.915636000,18,1.32833,103.788,112,22.12,50.6,85464,-2,0,22,-2,1,-1,0,3,0,101,19,-33,1442,1.586,1023,69,12,-26,-2789,-3215,8054,984,862,864,939,,,,1,1,0.4048028
0D00:01:18.025741000,18,1.328353,103.788,112,22.12,50.6,85680,-2,0,14,-5,1,3,-1,0,0,91,31,-33,1442,1.595,1023,61,21,-23,-2712,-4068,8180,978,889,853,929,,,,1,1,0.2482694
0D00:01:18.115828000,17,1.328353,103.788,112,17.32,48.6,85856,-1,-3,11,-6,0,6,-5,-1,0,90,33,-32,1442,1.577,1023,59,25,-21,-2146,-4691,7712,972,912,829,936,,,,1,1,0.1590527
0D00:01:18.123951000,17,1.328371,103.788,111,17.32,48.6,85872,-2,0,-4,-6,0,6,0,0,0,89,34,-32,1442,1.577,1023,60,22,-16,-2161,-4821,8180,939,931,884,895,,,,1,1,0.01434152
0D00:01:18.327971000,17,1.328383,103.788,110,12.2,47.8,86272,0,-3,-10,-6,-1,7,3,-4,0,76,21,-7,1431,1.586,1023,49,17,0,-1778,-5621,8038,868,927,869,896,,,,1,1,0.2537252
0D00:01:18.527851000,17,1.328391,103.788,109,8.26,42.8,86664,0,3,2,-8,-2,5,-2,-1,0,61,0,-19,1429,1.595,1023,40,-2,-11,-1833,-6329,7298,926,899,837,881,,,,1,1,0.1682986
0D00:01:18.707452000,18,1.328391,103.788,109,3.19,40.8,87016,2,0,5,-7,-3,4,1,0,0,64,0,-35,1429,1.604,1023,39,-1,-21,-1878,-5975,6117,909,877,849,908,,,,1,1,0.05840236
0D00:01:18.728034000,18,1.328393,103.788,108,3.19,40.8,87056,2,0,0,-7,-2,4,-2,-3,0,66,0,-35,1429,1.604,1023,40,-1,-19,-1600,-6069,6762,901,906,847,890,,,,1,1,0.006692822
0D00:01:19.025897000,18,1.328391,103.788,106,3,340.7,87640,-3,1,-15,-5,-3,2,-1,-1,0,81,-7,-47,1429,1.604,1023,56,-6,-20,-1537,-6762,7012,874,948,884,838,,,,1,1,0.0910896
0D00:01:19.127828000,18,1.328384,103.788,105,9.5,255.5,87840,-1,0,11,-6,-3,2,0,3,0,82,-5,-48,1429,1.595,1023,54,-4,-30,-1518,-7346,6496,935,873,837,898,,,,1,1,0.09870994
0D00:01:19.327789000,18,1.328373,103.7879,103,21.2,256.4,88232,0,0,-10,-5,-5,1,-5,-2,0,82,-6,-55,1421,1.595,1023,53,-4,-26,-1165,-7218,7032,856,936,846,840,,,,1,1,0.4321277
0D00:01:19.527903000,18,1.328358,103.7879,101,33.15,257.8,88624,-1,-4,15,-7,-7,0,-2,-3,0,82,-9,-60,1420,1.595,1023,55,-2,-38,-1434,-8306,7699,895,895,769,911,,,,1,1,0.6762262
0D00:01:19.719644000,17,1.328358,103.7879,101,43.6,257.2,89000,1,0,-18,-9,-4,-2,-3,2,0,82,-2,-61,1420,1.604,1023,52,-3,-27,-1527,-8148,7469,844,943,885,798,,,,1,1,0.8521822
0D00:01:19.727818000,17,1.328339,103.7878,100,43.6,257.2,89016,0,0,-22,-9,-4,-2,-2,-2,0,82,-2,-61,1420,1.604,1023,52,-3,-26,-1452,-8075,7362,821,965,884,800,,,,1,1,0.03632889
0D00:01:20.029536000,17,1.328317,103.7877,98,51.2,257.1,89608,0,0,0,-10,-4,-5,-2,4,0,92,0,-65,1433,1.595,1023,58,-1,-36,-208,-8753,9365,912,931,878,854,,,,1,1,1.574716
0D00:01:20.119228000,18,1.328317,103.7877,98,56.24,257.1,89784,6,4,13,-8,-3,-5,2,1,0,95,13,-65,1442,1.595,1023,55,4,-40,-719,-8434,8632,937,885,902,925,,,,1,1,0.5141976
0D00:01:20.139889000,18,1.328294,103.7876,96,56.24,257.1,89824,3,1,-20,-7,-2,-5,8,0,0,95,15,-67,1442,1.595,1023,58,8,-30,-420,-8450,8331,841,965,978,865,,,,1,1,0.118448
0D00:01:20.339718000,18,1.328269,103.7875,95,59.35,257,90216,0,0,0,-4,-1,-5,3,-8,0,95,17,-50,1454,1.586,1023,61,12,-27,-133,-8668,8982,898,976,922,951,,,,1,1,1.208955
0D00:01:20.539566000,18,1.328244,103.7874,93,61.72,257.1,90608,-1,0,0,-1,0,-6,2,-1,0,93,42,-41,1477,1.586,1023,61,26,-22,-145,-8935,10634,966,1003,994,970,,,,1,1,1.257352
0D00:01:20.739597000,18,1.328218,103.7873,92,63.14,257.1,91000,-3,2,-9,-1,-2,-7,-5,7,0,76,1,-33,1490,1.586,1023,52,-2,-15,162,-9446,10224,1009,1058,1042,930,,,,1,1,1.287457
0D00:01:21.029304000,18,1.328192,103.7871,90,63.96,257,91568,4,2,5,-2,-2,-7,8,-5,0,77,-13,-54,1512,1.569,1023,45,-10,-31,-450,-9379,9784,1013,1045,1072,1088,,,,1,1,1.888854
0D00:01:21.139513000,18,1.328166,103.787,89,64.37,256.8,91784,-1,1,-6,-4,-2,-7,0,0,0,77,-3,-61,1484,1.586,1023,52,-3,-31,-727,-9521,8914,980,1046,1015,950,,,,1,1,0.7231553
0D00:01:21.331168000,18,1.328139,103.7869,87,64.77,256.8,92160,-1,0,2,-4,-2,-7,0,1,0,79,-1,-69,1481,1.595,1023,52,-1,-38,-510,-9355,8856,989,1019,991,968,,,,1,1,1.265392
0D00:01:21.539308000,18,1.328112,103.7868,85,64.93,256.6,92568,3,0,7,-3,-2,-7,1,0,0,90,-1,-73,1516,1.569,1023,55,-1,-42,-119,-10348,9575,1054,1065,1062,1070,,,,1,1,1.377628
0D00:01:21.718965000,19,1.328112,103.7868,85,63.61,256.3,92920,-1,0,0,0,-1,-7,-4,0,0,93,-1,-65,1531,1.56,1023,61,0,-36,274,-9874,10320,1087,1132,1089,1065,,,,1,1,1.164932
0D00:01:21.739289000,19,1.32808,103.7867,84,63.61,256.3,92960,5,0,-8,0,-1,-7,-4,0,0,93,0,-65,1531,1.56,1023,54,0,-33,382,-9854,10503,1046,1131,1128,1067,,,,1,1,0.1317849
0D00:01:22.028994000,19,1.32804,103.7866,82,56.49,249.7,93528,0,-2,-8,1,0,-9,5,-12,0,100,19,-51,1521,1.569,1023,65,15,-25,442,-11223,8985,983,1131,1097,1080,,,,1,1,1.66824
0D00:01:22.139409000,19,1.327996,103.7866,80,47.5,237.8,93744,-1,4,-9,4,0,-10,-6,4,0,98,22,-37,1497,1.577,1023,65,9,-17,1165,-11328,11075,1011,1058,1081,946,,,,1,1,0.5346292
0D00:01:22.339387000,19,1.327956,103.7865,79,38.33,233.2,94136,-5,0,7,4,0,-13,-3,1,0,88,37,-22,1447,1.595,1023,62,24,-15,1992,-11229,6604,922,941,929,898,,,,1,1,0.7813615
0D00:01:22.539653000,19,1.327919,103.7865,77,31.52,227.6,94528,-3,0,-17,0,1,-20,1,5,0,84,42,-1,1402,1.595,1023,58,28,5,285,-9984,6393,763,909,928,723,,,,1,1,0.6434643
0D00:01:22.739615000,19,1.327886,103.7864,76,26.43,221.1,94920,1,0,-11,0,1,-26,-2,2,0,83,44,0,1393,1.604,1023,52,29,4,2086,-10305,6880,733,894,912,712,,,,1,1,0.5387355
0D00:01:22.919202000,17,1.327886,103.7864,76,20.18,216.6,95272,4,0,-2,-1,1,-28,-15,4,0,31,52,13,1340,1.613,1023,16,33,8,754,-8688,5621,678,791,763,588,,,,1,1,0.3694257
0D00:01:23.029344000,17,1.327861,103.7864,74,20.18,216.6,95488,0,1,14,0,1,-28,6,-2,0,18,54,5,1333,1.613,1023,12,33,-2,602,-7917,4741,644,706,738,676,,,,1,1,0.2265714
0D00:01:23.139913000,17,1.32784,103.7864,72,14.81,213,95704,-1,0,11,0,3,-28,2,-3,0,12,56,0,1318,1.622,1023,10,37,-4,182,-7370,3718,617,701,698,625,,,,1,1,0.1669242
0D00:01:23.339766000,17,1.327825,103.7864,70,10.45,200.5,96096,2,-2,3,0,1,-24,5,-3,0,19,43,0,1316,1.622,1023,10,30,-1,703,-5991,3032,579,694,713,639,,,,1,1,0.2128913
0D00:01:23.539669000,17,1.327815,103.7864,69,7.24,172.3,96488,-3,-3,39,-1,-1,-18,0,-2,0,47,1,12,1406,1.604,1023,34,4,-7,-1457,-6574,5361,884,820,758,895,,,,1,1,0.1475329
0D00:01:23.739496000,17,1.327809,103.7864,67,7.19,130.4,96880,1,0,13,-1,-2,-8,-3,3,0,12,0,25,1501,1.577,1023,7,1,9,-863,-6654,8586,1053,1031,1013,1032,,,,1,1,0.1464583
0D00:01:23.923521000,16,1.327809,103.7864,67,10.18,102.7,97240,1,0,11,-2,-1,-1,-5,5,0,0,-1,33,1576,1.56,1023,-1,0,14,-2223,-5068,10582,1229,1172,1155,1182,,,,1,1,0.1909658
0D00:01:24.029538000,16,1.327806,103.7865,65,10.18,102.7,97448,1,-4,19,-1,-1,3,5,-1,0,-1,-1,29,1605,1.551,1023,-2,4,9,-2312,-4828,10319,1266,1199,1186,1324,,,,1,1,0.1100156
0D00:01:24.119289000,17,1.327806,103.7865,65,14,93.6,97624,4,2,6,0,-1,5,7,2,0,-2,-1,25,1644,1.533,1023,-7,-3,11,-2270,-3827,10265,1328,1262,1331,1371,,,,1,1,0.128085
0D00:01:24.139642000,17,1.327806,103.7865,64,14,93.6,97664,0,1,9,0,0,5,8,-11,0,-2,-1,16,1653,1.542,1023,-1,-2,5,-2561,-4298,10192,1332,1312,1303,1418,,,,1,1,0.02904608
0D00:01:24.339579000,17,1.327809,103.7865,63,17.97,86.4,98056,0,0,0,2,0,7,-3,1,0,-3,-3,7,1721,1.489,1023,-2,-2,4,-3212,-2415,10270,1503,1461,1466,1488,,,,1,1,0.3662455
0D00:01:24.539767000,17,1.327815,103.7866,62,21.72,83.4,98448,3,1,-1,6,2,7,4,2,0,-3,-8,7,1784,1.471,1023,-8,-8,4,-4330,-1464,10676,1609,1542,1642,1638,,,,1,1,0.4432297
0D00:01:24.739670000,17,1.327825,103.7866,62,27.17,81.1,98840,1,-1,1,9,4,13,0,2,0,-3,-4,16,1863,1.436,1023,-5,0,8,-4621,-516,6264,1789,1693,1775,1815,,,,1,1,0.5536559
0D00:01:24.923210000,18,1.327825,103.7866,62,33.58,79,99200,1,0,-1,14,4,15,0,0,0,-3,-3,14,1928,1.391,1023,-8,-1,9,-4442,1579,5697,1911,1819,1913,1957,,,,1,1,0.6282643
0D00:01:25.033425000,18,1.327837,103.7867,63,33.58,79,99416,0,0,0,15,5,16,1,0,0,-3,-3,17,1966,1.382,1023,-4,-4,9,-4994,2347,8706,1974,1871,1982,2034,,,,1,1,0.3772701
0D00:01:25.143877000,18,1.327851,103.7867,64,36.42,78.3,99632,-1,1,0,18,4,18,0,0,0,-3,-3,23,1998,1.391,1023,8,-9,14,-5425,3056,6022,1972,1859,1972,2034,,,,1,1,0.4100573
0D00:01:25.343865000,18,1.327864,103.7868,65,36.43,78.4,100024,0,0,2,22,3,14,-1,0,0,-3,-3,18,2000,1.4,1023,-2,-3,4,-5795,3188,-2241,1949,1849,1974,2038,,,,1,1,0.742667
0D00:01:25.543916000,18,1.327877,103.7869,66,36.77,78.6,100416,0,0,2,20,3,17,0,-1,0,-3,-3,14,2000,1.4,1023,-1,0,3,-5302,2588,2578,1945,1836,1952,2042,,,,1,1,0.7498344
0D00:01:25.740226000,18,1.327893,103.7869,67,38.66,78.5,100800,0,0,3,21,3,19,0,0,0,-3,-3,12,2000,1.4,1023,-7,-2,-2,-4137,1921,-3480,1942,1806,1937,2037,,,,1,1,0.7736335
0D00:01:26.034007000,18,1.327913,103.787,67,46.14,77.7,101376,1,0,0,22,1,20,0,0,0,-3,-3,7,2000,1.409,1023,-13,-6,3,-5269,2555,-2505,1922,1803,1944,2041,,,,1,1,1.381759
0D00:01:26.132094000,19,1.327913,103.787,67,52.89,76.8,101568,0,0,0,21,2,21,0,0,0,-3,-3,5,2000,1.409,1023,1,1,3,-4272,2454,-2866,1938,1821,1944,2042,,,,1,1,0.5288299
0D00:01:26.140235000,19,1.327936,103.7871,68,52.89,76.8,101584,0,0,-1,21,2,21,1,0,0,-3,-3,5,2000,1.409,1023,-2,2,7,-4501,2550,-2162,1930,1825,1950,2044,,,,1,1,0.04389169
0D00:01:26.332119000,18,1.327936,103.7871,68,57.28,76.4,101960,0,0,2,22,2,20,0,0,0,-3,-3,3,2000,1.4,1023,-2,-5,-4,-4412,2372,-5355,1937,1801,1937,2038,,,,1,1,1.120399
0D00:01:26.340521000,18,1.327961,103.7872,69,57.28,76.4,101976,0,0,1,22,2,20,-1,0,0,-3,-3,3,2000,1.4,1023,0,0,-3,-4561,2424,-4621,1943,1819,1933,2043,,,,1,1,0.04905877
0D00:01:26.524176000,17,1.327961,103.7872,69,60.34,76.1,102336,2,0,-7,23,-1,17,4,1,0,-2,-10,-19,1711,1.498,1023,-5,-6,-6,-4903,2380,-5511,1404,1357,1510,1566,,,,1,1,1.129637
0D00:01:26.544645000,17,1.327988,103.7873,70,60.34,76.1,102376,1,-2,-20,24,-2,17,0,0,0,-2,-12,-26,1652,1.515,1023,-3,-5,-7,-4766,2576,-5733,1256,1291,1401,1409,,,,1,1,0.1474732
0D00:01:26.732424000,18,1.327988,103.7873,70,62.19,75.9,102744,19,-6,-27,35,-13,4,3,-2,0,-2,-12,-28,1313,1.604,1023,-21,-2,-6,-4390,1710,-15636,382,615,805,798,,,,1,1,1.190415
0D00:01:26.744664000,18,1.328016,103.7875,70,62.19,75.9,102768,21,-5,-20,38,-14,3,0,-2,0,-2,-12,-26,1312,1.604,1023,-24,-3,-7,-4348,1875,-15631,392,593,789,818,,,,1,1,0.07759486
0D00:01:26.932734000,17,1.328016,103.7875,70,63.09,75.5,103136,24,-28,-64,85,-52,-24,-5,1,0,-2,-12,-13,1276,1.595,1023,-27,21,15,-3076,4844,-11146,115,777,902,855,,,,1,1,1.209514
0D00:01:27.034663000,17,1.328045,103.7876,71,63.09,75.5,103336,1,-5,-45,98,-70,-45,4,3,0,-2,-12,-5,1268,1.604,1023,-4,-2,13,-2656,5250,-8885,116,770,935,836,,,,1,1,0.655525
0D00:01:27.124381000,18,1.328045,103.7876,71,64.11,75.5,103512,-4,1,-35,97,-70,-59,-9,0,0,-2,-10,-4,1257,1.586,1023,3,-8,10,-2977,4613,-8041,116,773,847,719,,,,1,1,0.5863222
0D00:01:27.144776000,18,1.328073,103.7877,72,64.11,75.5,103552,-4,1,-25,97,-70,-61,-9,0,0,-2,-10,-4,1257,1.604,1023,3,-8,7,-3292,4455,-8013,116,732,801,708,,,,1,1,0.1332848
0D00:01:27.344789000,18,1.328103,103.7878,72,64.82,75.8,103944,-2,1,-15,89,-64,-75,1,0,0,-2,-10,-5,1257,1.595,1023,0,-7,3,-3757,2969,-6766,116,729,857,715,,,,1,1,1.321595
0D00:01:27.545084000,18,1.32814,103.7879,73,64.5,75,104336,10,0,-28,83,-59,-83,5,1,0,-119,-3,-17,1230,1.604,1023,-88,-3,1,-3610,4777,-4637,116,800,1000,738,,,,1,1,1.316924
0D00:01:27.732919000,19,1.32814,103.7879,73,58.35,65.8,104704,4,-9,-4,105,-72,-93,-1,-3,0,-144,0,-19,1221,1.604,1023,-101,9,-9,-3347,11158,-238,116,791,901,844,,,,1,1,1.117245
0D00:01:27.745130000,19,1.328187,103.788,73,58.35,65.8,104728,-1,-11,-14,105,-74,-94,-3,1,0,-144,0,-19,1221,1.604,1023,-95,12,-5,-3359,11261,204,116,846,922,805,,,,1,1,0.07263118
0D00:01:27.925061000,17,1.328187,103.788,73,47.92,54.1,105080,5,1,-25,111,-87,-105,4,-4,0,-144,12,-5,1224,1.586,1023,-103,6,6,-2458,14282,3732,116,956,1104,908,,,,1,1,0.878929
0D00:01:28.035259000,17,1.32824,103.788,72,47.92,54.1,105296,-3,-1,-23,112,-88,-110,-6,-4,0,-133,25,-3,1226,1.577,1023,-85,17,7,-2660,14633,4523,116,973,1015,823,,,,1,1,0.5382964
0D00:01:28.133477000,18,1.32824,103.788,72,37.92,37.5,105488,-9,1,-9,106,-86,-114,-4,-2,0,-131,33,7,1227,1.595,1023,-78,19,7,-2196,13828,1948,116,901,926,752,,,,1,1,0.3796561
0D00:01:28.141608000,18,1.328293,103.7881,71,37.92,37.5,105504,-10,-1,-5,105,-86,-114,3,-3,0,-131,33,7,1227,1.595,1023,-76,23,6,-2214,13710,2661,116,892,923,789,,,,1,1,0.03142992
0D00:01:28.345783000,16,1.328573,103.7871,49,28.08,252.7,105904,-37,23,14,55,-64,-115,9,-7,0,-152,19,16,1230,1.604,1023,-65,-11,4,-1804,11111,2927,116,768,666,425,,,,1,1,0.2810404
0D00:01:28.545657000,18,1.328389,103.7881,69,26.8,2.9,106296,0,-2,-17,31,-51,-114,-2,-2,0,-158,5,16,1250,1.586,1023,-107,6,15,-1680,9786,4867,116,926,796,448,,,,1,1,0.546037
0D00:01:28.745873000,18,1.328426,103.788,67,24.78,341,106688,-5,0,-29,28,-52,-131,5,-5,0,-143,0,17,1268,1.569,1023,-90,-1,19,-1076,9347,6398,116,1055,921,443,,,,1,1,0.5057444
0D00:01:29.035495000,18,1.328454,103.788,66,24.55,317,107256,-4,5,34,-3,-27,-119,-3,-7,0,-140,0,30,1282,1.604,1023,-88,-5,4,-1761,6539,6119,353,872,688,435,,,,1,1,0.7247931
0D00:01:29.125122000,15,1.328454,103.788,66,27.28,297.3,107432,2,3,38,-4,-21,-108,7,14,0,-138,0,29,1286,1.595,1023,-94,-4,2,-1068,5668,6706,413,753,761,454,,,,1,1,0.249238
0D00:01:29.145556000,15,1.328472,103.788,66,27.28,297.3,107472,3,0,25,-3,-20,-105,-6,-9,0,-137,0,29,1286,1.595,1023,-94,-1,7,-860,5560,6756,359,858,699,464,,,,1,1,0.0568236
0D00:01:29.345830000,15,1.328483,103.7879,66,31.3,284.7,107864,2,7,36,0,-7,-79,2,10,0,-112,0,29,1307,1.604,1023,-75,-7,3,-1553,3608,7131,552,700,771,529,,,,1,1,0.6389986
0D00:01:29.545763000,15,1.328488,103.7878,66,34.24,277.2,108256,-3,1,24,10,3,-57,-11,-2,0,-64,0,32,1315,1.604,1023,-37,-1,9,-1677,2867,7248,593,737,724,563,,,,1,1,0.6978293
0D00:01:29.745588000,15,1.328488,103.7878,67,36.81,271.5,108648,8,8,18,14,7,-48,-6,-1,0,3,0,30,1355,1.595,1023,-6,-9,10,-2031,2650,7573,665,730,877,669,,,,1,1,0.7498021
0D00:01:30.035429000,15,1.328485,103.7877,68,37.6,268.6,109216,-6,-2,1,16,7,-40,-3,1,0,22,0,10,1396,1.586,1023,21,3,5,-3147,3129,8537,729,877,940,729,,,,1,1,1.110909
0D00:01:30.133226000,16,1.328485,103.7877,68,37.45,266.3,109408,-3,0,-6,11,5,-40,-7,4,0,22,0,7,1403,1.586,1023,18,1,6,-3088,3087,8955,741,922,964,706,,,,1,1,0.3733433
0D00:01:30.145412000,16,1.32848,103.7876,69,37.45,266.3,109432,1,0,-7,11,4,-40,0,0,0,22,0,7,1403,1.586,1023,13,1,6,-2705,3151,8858,702,905,982,743,,,,1,1,0.04652046
0D00:01:30.345307000,13,1.328764,103.7876,113,63.2,74,109824,0,-1,21,7,2,-34,8,-1,0,-1,-48,-1,1405,1.586,1023,-1,-29,-8,-4134,2417,9071,768,828,907,845,,,,1,1,1.183122
0D00:01:30.545586000,12,1.328804,103.7877,112,53.29,59.5,110216,1,-2,-6,8,5,-23,10,-2,0,7,-51,-3,1405,1.595,1023,3,-30,1,-3865,1929,8454,722,860,954,812,,,,1,1,0.5559434
0D00:01:30.745339000,13,1.328854,103.7878,111,42.37,48.9,110608,-3,-5,-13,9,5,-16,-5,-4,0,37,-5,-3,1443,1.586,1023,27,2,3,-4794,924,6400,834,993,975,856,,,,1,1,0.7750687
0D00:01:31.034965000,16,1.328441,103.7874,74,37.45,260.5,111176,-2,0,-3,6,2,-8,-1,2,0,40,-1,-5,1426,1.595,1023,28,0,-1,-4047,-59,10304,855,888,925,851,,,,1,1,1.105657
0D00:01:31.145384000,15,1.32895,103.7879,109,29.47,31.9,111392,-4,-1,25,2,3,-5,2,2,0,35,-1,-15,1415,1.595,1023,26,1,-17,-4307,-406,6129,915,800,821,893,,,,1,1,0.5394031
0D00:01:31.357420000,16,1.328413,103.7872,78,37.69,258.1,111808,0,0,15,-2,3,5,5,-3,0,32,0,-7,1406,1.595,1023,20,0,-9,-4057,-1160,6306,882,784,797,894,,,,1,1,0.8146419
0D00:01:31.537018000,17,1.328413,103.7872,78,38.08,256.7,112160,-5,0,18,-5,4,11,-9,0,0,48,0,-15,1406,1.595,1023,36,-1,-15,-3215,-2366,6034,969,805,735,847,,,,1,1,0.6971551
0D00:01:31.545128000,14,1.32903,103.7879,106,20.27,18.1,112176,-1,0,22,-5,4,11,7,-2,0,48,0,-15,1406,1.595,1023,32,-1,-16,-3473,-2302,5861,924,757,766,909,,,,1,1,0.202388
0D00:01:31.745067000,17,1.32838,103.7871,83,38.16,255.9,112568,-1,-1,4,-11,2,18,0,0,0,47,4,-5,1383,1.604,1023,31,4,-4,-4068,-3238,4916,874,769,710,817,,,,1,1,0.7777444
0D00:01:32.034992000,17,1.328361,103.787,85,37.96,255.3,113136,0,-1,4,-17,-1,26,-7,1,0,39,0,-3,1378,1.604,1023,25,2,-3,-3363,-3929,4277,907,774,647,801,,,,1,1,1.121871
0D00:01:32.145095000,15,1.328283,103.7878,89,41.59,213.7,113352,0,1,4,-19,-2,27,-3,6,0,39,0,-3,1378,1.604,1023,26,-2,-3,-3849,-4280,4505,921,751,667,790,,,,1,1,0.8641944
0D00:01:32.349110000,16,1.328674,103.7863,36,14.45,272.6,113752,4,6,9,-17,-3,28,0,2,0,39,0,-3,1378,1.595,1023,21,-6,-5,-3721,-4526,3725,910,711,678,829,,,,1,1,0.4086713
0D00:01:32.545267000,16,1.328165,103.7877,90,42.75,219.5,114136,-2,0,-17,-15,-2,28,-7,-1,0,86,0,-15,1378,1.604,1023,58,0,-2,-4006,-4756,4005,860,827,686,756,,,,1,1,0.08968349
0D00:01:32.737399000,18,1.328297,103.7868,92,40.42,251.1,114512,2,-2,3,-22,-5,27,-3,-1,0,91,0,-23,1378,1.613,1023,56,2,-14,-2765,-6307,4658,888,787,636,818,,,,1,1,0.7916387
0D00:01:32.749604000,18,1.328274,103.7868,94,40.42,251.1,114536,0,0,15,-22,-5,27,-1,2,0,91,0,-23,1378,1.613,1023,59,-1,-18,-3222,-6433,4735,936,747,619,827,,,,1,1,0.05028808
0D00:01:33.039240000,18,1.328253,103.7867,95,40.93,253,115104,0,0,3,-25,-11,28,0,-3,0,88,-43,-67,1403,1.595,1023,56,-26,-38,-2546,-7890,6267,927,853,667,885,,,,1,1,1.208441
0D00:01:33.157912000,18,1.328234,103.7866,97,41.2,254.5,115336,1,-2,-10,-26,-13,33,14,-5,0,69,-50,-69,1418,1.586,1023,43,-30,-34,-3444,-8222,6412,892,882,738,942,,,,1,1,0.4983982
0D00:01:33.349724000,16,1.328756,103.7862,35,14.64,317.2,115712,2,3,32,-24,-14,42,15,1,0,75,-55,-69,1446,1.577,1023,45,-38,-49,-3786,-8869,8517,1086,782,709,1104,,,,1,1,0.4142269
0D00:01:33.558003000,18,1.328199,103.7865,100,41,256.3,116120,2,-1,15,-20,-10,49,-8,-1,0,79,-7,-65,1470,1.577,1023,48,-3,-41,-3056,-8517,9354,1148,910,728,1090,,,,1,1,0.8704831
